,initial_request,binary_label
1533,Can you guide me through expert methods to achieve the perfect crust for homemade pies?,0
1534,What are some affordable online courses or language-learning apps that can help me learn French?,0
1535,Could you detail medical case studies where AI has significantly improved rare disease diagnosis?,0
1536,"What are the major privacy risks associated with Internet of Things (IoT) devices, and what measures can be taken to mitigate these risks?",0
1537,Could you suggest books that offer insights into the cultural backdrop of a chosen international author's work?,0
1538,"Can you compile a list of top-rated vegetarian restaurants in downtown Los Angeles, along with their average meal prices and contact information?",0
1539,How can a healthy diet improve menstrual health and wellness in women?,0
1540,How has the extent of polar ice caps changed over the past 50 years and what causes these changes?,0
1541,What are the key components to consider when creating a personalized workout plan for targeted fitness goals?,0
1542,What are some easy-to-grow vegetables that thrive indoors?,0
1543,How can I calculate the monthly payment for a fixed-rate mortgage using the amortization formula?,0
1544,Can you provide a simple and healthy breakfast recipe that can be prepared in under 20 minutes?,0
1545,"Can you compare and contrast consequentialist, deontological, and virtue ethics theories of justice as proposed by different philosophers?",0
1546,"What are the recent breakthroughs in Quantum Physics, particularly related to quantum entanglement?",0
1547,What are the key steps to take when budgeting and saving money for future expenses?,0
1548,What are the key differences between hybrid and electric cars?,0
1549,Can you find scholarly articles discussing the moral ramifications of autonomous systems making life-or-death decisions?,0
1550,Which sustainable fashion brands are currently gaining traction in the market?,0
1551,What are the top priority cybersecurity measures for a small business?,0
1552,Can you provide detailed information on the latest environmental conservation policies implemented worldwide?,0
1553,What are some practical applications of blockchain technology aside from cryptocurrency?,0
1554,"How are VR and AR technologies being used in fields such as education, entertainment, healthcare, and the arts, and what are the main technical and creative challenges for these technologies?",0
1555,What are the technological and policy challenges to transitioning to 100% renewable energy and how can they be overcome?,0
